,Price,eur_deaths
0,0.8064297624010006,0.0
1,0.8071443458583936,0.005599609561455693
2,0.8099654617995595,0.012411984140193899
3,0.787582623712261,0.020257804500885213
4,0.7489951170130413,0.03187731433249055
5,0.773268623831358,0.022510218118421632
6,0.7711546477699041,0.010321857721135752
7,0.7787917584707915,0.05040681451450724
8,0.7355147978324301,0.06272755725935877
9,0.7529327696063839,0.0459170386934408
10,0.7891606621806706,0.03768637842534528
11,0.8167763353778361,0.032055428763760774
12,0.8250312630262613,0.05012246483283653
13,0.8115807181563746,0.11620571849903794
14,0.8297281605430835,0.06160909744268642
15,0.8339412255106295,0.07383172523233253
16,0.8500937890787825,0.08427418415815352
17,0.8459923777764544,0.09118820380141218
18,0.8506222830941463,0.0941665785946299
19,0.843275471922825,0.04335972844265243
20,0.8550809861251714,0.05640302544186798
21,0.845463883761091,0.066880777881595
22,0.819054070148276,0.07531082243374176
23,0.7357902102066336,0.07146020632215647
24,0.6630813434168998,0.06387446977963243
25,0.6542830345977491,0.05775304668735898
26,0.5518370749717145,0.04796117415786172
27,0.5335705353421067,0.035451789734770894
28,0.6348106353837908,0.08112894426616682
29,0.5701557196450899,0.09065445591146148
30,0.6645030667540044,0.10381046159453272
31,0.5854671589352707,0.1125906036162801
32,0.5470806288334424,0.12191879588878207
33,0.37899720121479197,0.4017075826476374
34,0.4799842196153161,0.41104402189700695
35,0.3751414279759424,0.459774369417288
36,0.18105758351694146,0.5167660215021965
37,0.3525427261358898,0.5710778748273587
38,0.11070833085214082,0.6940715522901822
39,0.2171961531590545,0.684533030437141
40,0.11961829333650931,0.65578495584878
41,0.12802209253855756,0.6599315003468853
42,0.0502590365033051,0.6594528083117213
43,0.0,0.6635561670277357
44,0.15626302626094213,0.6753371698395361
45,0.17727624605490377,0.6907577244286832
46,0.29228696480676497,0.6994534077795006
47,0.22633686655153928,0.7032330948227584
48,0.2897412612398025,0.7904354880845388
49,0.2584335735127734,0.8165994592484179
50,0.17350979574822856,0.8346084244389058
51,0.2154915738700649,0.8427448842154704
52,0.18701988923956425,0.8461164535832092
53,0.3173048293931995,0.9026695083822401
54,0.31412642172333705,0.9859438070216494
55,0.38154290478175446,1.0
56,0.41119811826356223,0.9670416600323609
57,0.39021467278032507,0.9461296956436805
58,0.45306079914249997,0.9315392227123555
59,0.4063895670815221,0.9136611450256996
60,0.4184407193473474,0.8587761458104978
61,0.47427499553385344,0.8007641488641223
62,0.43601500625260536,0.7774186548866694
63,0.371553623533615,0.7775306668213272
64,0.4182620734829987,0.7797780250244704
65,0.4171380932531412,0.7866450204309671
66,0.4461233847436432,0.7947317829874838
67,0.47719287798487464,0.7892336843956524
68,0.46596051926397886,0.7485324719391535
69,0.5226210325730962,0.7029611472768069
70,0.5024638242124695,0.7092043367925063
71,0.4416349074018937,0.6766714572213256
72,0.45058953135234914,0.5049523348189395
73,0.4697195259929732,0.434392467557425
74,0.4548174834752574,0.36199489261652096
75,0.47921008753647376,0.33247537731645077
76,0.5153933186446737,0.3306049984337724
77,0.5157803846840947,0.2237800068440996
78,0.47097004704341083,0.21833868697779857
79,0.43366283570535336,0.21722331819393048
80,0.45785446316917744,0.21150367869356063
81,0.4661912701720956,0.20079067838835085
82,0.5333397844339904,0.11318268841633033
83,0.5102870243553861,0.12892022588593582
84,0.5465149169296732,0.14366179204782709
85,0.5293202524861553,0.15801336868150678
86,0.5344860953968915,0.16694777097562796
87,0.5615211695349251,0.21763343743987218
88,0.5945408801286249,0.20720346932694111
89,0.589776990412672,0.192896155269567
90,0.6006297266718277,0.17479163409365428
91,0.6091302923837314,0.1917580724618535
92,0.6278062287858037,0.17441977271275066
93,0.6591064729351515,0.1546375681459129
94,0.6512758292145535,0.13282363025037336
95,0.7120005359375932,0.11217684860634286
96,0.7406285356993987,0.16917097098386152
97,0.721863276365152,0.11236092974437895
98,0.7091794199964272,0.10707328741475908
99,0.5692103852795807,0.1131808895365834
100,0.5983966533674745,0.12511999107542887
101,0.6172140177454892,0.1250195578456202
102,0.6604984219615315,0.0911111180038105
103,0.6521243970702075,0.05915030752845485
104,0.6535014589412258,0.0748813082237691
105,0.6404007622223542,0.08592726596831562
106,0.6553772405168821,0.1115143414646545
107,0.6653739653427024,0.1160976463643888
108,0.6051107604358958,0.11871582715872281
109,0.6299946406240697,0.1190474037678314
110,0.5743836717679986,0.11550191313217595
111,0.6072768415411183,0.07576825728429196
112,0.6422988745310545,0.11356900417604465
113,0.6538885249806468,0.12298081902043956
114,0.6644211873995118,0.11601863500536802
115,0.7014232120526409,0.06645833250893735
116,0.6758173048293932,0.10971095185029467
117,0.6941433930804504,0.14625339502731005
118,0.6808268326088251,0.14409647487002997
119,0.705383195379027,0.09813735227240283
120,0.6831864467337581,0.09950651511858011
121,0.7146727803251354,0.103327133010162
122,0.7362889299112725,0.10344147588759045
123,0.7281084380396594,0.0980457614233215
124,0.7349267551956173,0.06547091221410403
125,0.7551062942892872,0.03556185077167526
126,0.7591704877032099,0.04364310267544641
127,0.7731048651223724,0.05233452952207385
128,0.7430625856011432,0.05703246866708289
129,0.7281530995057466,0.058688274133199714
130,0.7458539272315843,0.04879772924913897
131,0.7302447448341574,0.03904202433708681
